数据时间,总有功功率（kw）
2018/2/20 6:00,127464.6167
2018/2/20 6:15,125985.0601
2018/2/20 6:30,124929.4667
2018/2/20 6:45,126292.256
2018/2/20 7:00,133298.0544
2018/2/20 7:15,128823.7678
2018/2/20 7:30,131983.1872
2018/2/20 7:45,134682.5631
2018/2/20 8:00,139278.113
2018/2/20 8:15,136880.5401
2018/2/20 8:30,138247.9259
2018/2/20 8:45,161001.2133
2018/2/20 9:00,145327.1056
2018/2/20 9:15,146270.5595
2018/2/20 9:30,149920.9074
2018/2/20 9:45,166513.9157
2018/2/20 10:00,153916.0496
2018/2/20 10:15,150178.3205
2018/2/20 10:30,150676.3078
2018/2/20 10:45,150225.0078
2018/2/20 11:00,157080.4129
2018/2/20 11:15,154906.0533
2018/2/20 11:30,155791.917
2018/2/20 11:45,156778.9229
2018/2/20 12:00,159645.7773
2018/2/20 12:15,156244.7164
2018/2/20 12:30,153867.545
2018/2/20 12:45,152542.4529
2018/2/20 13:00,156409.3889
2018/2/20 13:15,151568.8961
2018/2/20 13:30,149098.6073
2018/2/20 13:45,147730.609
2018/2/20 14:00,149119.8838
2018/2/20 14:15,164997.7832
2018/2/20 14:30,147831.3071
2018/2/20 14:45,144400.6927
2018/2/20 15:00,167875.7429
2018/2/20 15:15,144815.0446
2018/2/20 15:30,144316.0728
2018/2/20 15:45,145231.3483
2018/2/20 16:00,151724.5052
2018/2/20 16:15,147446.0745
2018/2/20 16:30,148413.8316
2018/2/20 16:45,150851.1617
2018/2/20 17:00,155904.2045
2018/2/20 17:15,154694.2753
2018/2/20 17:30,157969.0604
2018/2/20 17:45,162385.9691
2018/2/20 18:00,169874.6573
2018/2/20 18:15,167933.8769
2018/2/20 18:30,170667.424
2018/2/20 18:45,173178.9969
2018/2/20 19:00,180044.2514
2018/2/20 19:15,171761.9832
2018/2/20 19:30,170708.6497
2018/2/20 19:45,170501.9115
2018/2/20 20:00,174299.119
2018/2/20 20:15,168558.754
2018/2/20 20:30,167615.9744
2018/2/20 20:45,167507.8284
2018/2/20 21:00,171874.5401
2018/2/20 21:15,167045.5199
2018/2/20 21:30,165677.8443
2018/2/20 21:45,165799.4847
2018/2/20 22:00,166280.5395
2018/2/20 22:15,158445.3041
2018/2/20 22:30,155954.1676
2018/2/20 22:45,153815.9588
2018/2/20 23:00,154816.3533
2018/2/20 23:15,149501.2703
2018/2/20 23:30,145458.268
2018/2/20 23:45,142228.3433
2018/2/21 0:00,147054.3451
2018/2/21 0:15,137892.1546
2018/2/21 0:30,135382.6629
2018/2/21 0:45,136738.9648
2018/2/21 1:00,135679.1114
2018/2/21 1:15,129877.401
2018/2/21 1:30,128335.4126
2018/2/21 1:45,127314.6277
2018/2/21 2:00,131993.5687
2018/2/21 2:15,124757.122
2018/2/21 2:30,126528.6289
2018/2/21 2:45,123024.0551
2018/2/21 3:00,127420.6076
2018/2/21 3:15,122466.6133
2018/2/21 3:30,121655.0092
2018/2/21 3:45,121336.4342
2018/2/21 4:00,127278.3113
2018/2/21 4:15,120891.0636
2018/2/21 4:30,120087.3422
2018/2/21 4:45,120357.8748
2018/2/21 5:00,125015.8721
2018/2/21 5:15,123176.4597
2018/2/21 5:30,122253.4117
2018/2/21 5:45,122205.8913
2018/2/21 6:00,128311.965
2018/2/21 6:15,125286.2582
2018/2/21 6:30,126637.476
2018/2/21 6:45,130891.3025
2018/2/21 7:00,134110.2338
2018/2/21 7:15,132069.5848
2018/2/21 7:30,136514.4913
2018/2/21 7:45,136550.3982
2018/2/21 8:00,143362.2126
2018/2/21 8:15,140872.0928
2018/2/21 8:30,143084.2462
2018/2/21 8:45,144771.4208
2018/2/21 9:00,150430.1055
2018/2/21 9:15,149016.16
2018/2/21 9:30,151418.8601
2018/2/21 9:45,153320.9444
2018/2/21 10:00,161877.1477
2018/2/21 10:15,156930.9314
2018/2/21 10:30,156818.8879
2018/2/21 10:45,158590.9542
2018/2/21 11:00,163037.1041
2018/2/21 11:15,159431.7429
2018/2/21 11:30,160857.4188
2018/2/21 11:45,160782.591
2018/2/21 12:00,164668.0238
2018/2/21 12:15,159601.7963
2018/2/21 12:30,177757.8596
2018/2/21 12:45,156558.5691
2018/2/21 13:00,159689.0675
2018/2/21 13:15,153976.4537
2018/2/21 13:30,153153.4308
2018/2/21 13:45,151591.4674
2018/2/21 14:00,154638.2959
2018/2/21 14:15,170550.6415
2018/2/21 14:30,168212.2717
2018/2/21 14:45,150065.2568
2018/2/21 15:00,153168.4638
2018/2/21 15:15,148361.15
2018/2/21 15:30,148505.3137
2018/2/21 15:45,149733.2117
2018/2/21 16:00,154427.2908
2018/2/21 16:15,155859.4488
2018/2/21 16:30,154753.1063
2018/2/21 16:45,155512.7769
2018/2/21 17:00,164335.9673
2018/2/21 17:15,162602.361
2018/2/21 17:30,168476.1018
2018/2/21 17:45,171035.8831
2018/2/21 18:00,176333.7254
2018/2/21 18:15,193121.9774
2018/2/21 18:30,175695.8718
2018/2/21 18:45,175714.3341
2018/2/21 19:00,179813.6508
2018/2/21 19:15,174089.3227
2018/2/21 19:30,172967.6177
2018/2/21 19:45,172087.0054
2018/2/21 20:00,180270.4129
2018/2/21 20:15,171841.4174
2018/2/21 20:30,171132.7959
2018/2/21 20:45,187946.067
2018/2/21 21:00,175920.8575
2018/2/21 21:15,170669.8321
2018/2/21 21:30,186005.8563
2018/2/21 21:45,168388.7039
2018/2/21 22:00,170089.5039
2018/2/21 22:15,163474.7988
2018/2/21 22:30,159786.4427
2018/2/21 22:45,158263.7371
2018/2/21 23:00,158728.4073
2018/2/21 23:15,150009.2064
2018/2/21 23:30,149639.6675
2018/2/21 23:45,146483.68
2018/2/22 0:00,145678.1544
2018/2/22 0:15,138857.1917
2018/2/22 0:30,138616.0685
2018/2/22 0:45,134166.2948
2018/2/22 1:00,136315.9957
2018/2/22 1:15,130289.9348
2018/2/22 1:30,128723.5066
2018/2/22 1:45,127176.5366
2018/2/22 2:00,130952.5374
2018/2/22 2:15,127874.757
2018/2/22 2:30,124237.2768
2018/2/22 2:45,123490.4855
2018/2/22 3:00,130646.9265
2018/2/22 3:15,147324.3321
2018/2/22 3:30,122981.6387
2018/2/22 3:45,121750.7602
2018/2/22 4:00,134023.3014
2018/2/22 4:15,121415.2233
2018/2/22 4:30,120735.703
2018/2/22 4:45,123566.511
2018/2/22 5:00,126433.0257
2018/2/22 5:15,124608.7216
2018/2/22 5:30,122947.2136
2018/2/22 5:45,123977.9293
2018/2/22 6:00,132299.5039
2018/2/22 6:15,127289.2313
2018/2/22 6:30,129252.5461
2018/2/22 6:45,131489.4477
2018/2/22 7:00,137683.2004
2018/2/22 7:15,136985.4788
2018/2/22 7:30,140526.1753
2018/2/22 7:45,142778.6647
2018/2/22 8:00,149974.313
2018/2/22 8:15,148553.9112
2018/2/22 8:30,151703.0573
2018/2/22 8:45,171795.8596
2018/2/22 9:00,156895.3152
2018/2/22 9:15,159856.5312
2018/2/22 9:30,162374.3635
2018/2/22 9:45,165257.606
2018/2/22 10:00,168959.7453
2018/2/22 10:15,183338.5503
2018/2/22 10:30,167198.0294
2018/2/22 10:45,167201.9332
2018/2/22 11:00,172669.8382
2018/2/22 11:15,170405.4235
2018/2/22 11:30,171884.1451
2018/2/22 11:45,173507.418
2018/2/22 12:00,175657.2354
2018/2/22 12:15,171962.1522
2018/2/22 12:30,169550.3546
2018/2/22 12:45,168226.9302
2018/2/22 13:00,171821.3177
2018/2/22 13:15,164608.7752
2018/2/22 13:30,163046.0063
2018/2/22 13:45,161492.803
2018/2/22 14:00,165298.677
2018/2/22 14:15,161379.1598
2018/2/22 14:30,160370.1938
2018/2/22 14:45,159947.6449
2018/2/22 15:00,164277.4706
2018/2/22 15:15,160579.5435
2018/2/22 15:30,160479.3151
2018/2/22 15:45,163903.3555
2018/2/22 16:00,168464.1142
2018/2/22 16:15,163876.8747
2018/2/22 16:30,165156.6844
2018/2/22 16:45,166359.178
2018/2/22 17:00,173687.6747
2018/2/22 17:15,172817.0572
2018/2/22 17:30,175391.9532
2018/2/22 17:45,178435.4769
2018/2/22 18:00,185890.5511
2018/2/22 18:15,184317.3832
2018/2/22 18:30,186106.5995
2018/2/22 18:45,187175.8424
2018/2/22 19:00,190793.2459
2018/2/22 19:15,185057.4495
2018/2/22 19:30,185457.3182
2018/2/22 19:45,183503.3438
2018/2/22 20:00,187374.3436
2018/2/22 20:15,182604.5826
2018/2/22 20:30,182880.3216
2018/2/22 20:45,184138.3192
2018/2/22 21:00,187370.4237
2018/2/22 21:15,182730.7174
2018/2/22 21:30,183629.977
2018/2/22 21:45,181324.8059
2018/2/22 22:00,181918.1911
2018/2/22 22:15,172993.5885
2018/2/22 22:30,172028.3181
2018/2/22 22:45,170217.4828
2018/2/22 23:00,167843.1349
2018/2/22 23:15,160424.8339
2018/2/22 23:30,158011.7663
2018/2/22 23:45,151675.3716
2018/2/23 0:00,153761.9013
2018/2/23 0:15,146584.111
2018/2/23 0:30,143278.8442
2018/2/23 0:45,141084.2203
2018/2/23 1:00,142750.4751
2018/2/23 1:15,136538.5201
2018/2/23 1:30,134449.9396
2018/2/23 1:45,132981.3968
2018/2/23 2:00,136139.5779
2018/2/23 2:15,132995.1584
2018/2/23 2:30,150648.9637
2018/2/23 2:45,128911.7393
2018/2/23 3:00,132780.9418
2018/2/23 3:15,126991.0394
2018/2/23 3:30,127368.6489
2018/2/23 3:45,126487.3631
2018/2/23 4:00,131154.8504
2018/2/23 4:15,125929.3537
2018/2/23 4:30,125440.6569
2018/2/23 4:45,125906.5158
2018/2/23 5:00,129788.8079
2018/2/23 5:15,129609.259
2018/2/23 5:30,127390.9501
2018/2/23 5:45,130941.072
2018/2/23 6:00,135150.9665
2018/2/23 6:15,132273.6763
2018/2/23 6:30,134950.2026
2018/2/23 6:45,138460.8745
2018/2/23 7:00,164288.6734
2018/2/23 7:15,145844.9802
2018/2/23 7:30,150304.8757
2018/2/23 7:45,152827.9455
2018/2/23 8:00,159893.5089
2018/2/23 8:15,157820.6496
2018/2/23 8:30,161945.1338
2018/2/23 8:45,163481.1487
2018/2/23 9:00,170412.7084
2018/2/23 9:15,169089.5455
2018/2/23 9:30,171038.7082
2018/2/23 9:45,174340.6887
2018/2/23 10:00,180646.7113
2018/2/23 10:15,176766.9973
2018/2/23 10:30,176950.9462
2018/2/23 10:45,177212.6484
2018/2/23 11:00,183349.2261
2018/2/23 11:15,180487.5061
2018/2/23 11:30,181566.4629
2018/2/23 11:45,181927.6891
2018/2/23 12:00,185112.4236
2018/2/23 12:15,178944.0876
2018/2/23 12:30,177238.2029
2018/2/23 12:45,174816.7962
2018/2/23 13:00,177767.3098
2018/2/23 13:15,174423.7115
2018/2/23 13:30,170696.1879
2018/2/23 13:45,173674.325
2018/2/23 14:00,174426.7636
2018/2/23 14:15,170852.2635
2018/2/23 14:30,169334.8121
2018/2/23 14:45,169736.135
2018/2/23 15:00,174870.7561
2018/2/23 15:15,170415.7277
2018/2/23 15:30,170187.9262
2018/2/23 15:45,170793.9044
2018/2/23 16:00,177306.9566
2018/2/23 16:15,175811.0388
2018/2/23 16:30,174914.2959
2018/2/23 16:45,179453.1145
2018/2/23 17:00,185414.299
2018/2/23 17:15,183450.6511
2018/2/23 17:30,187650.4802
2018/2/23 17:45,190801.3245
2018/2/23 18:00,195242.3899
2018/2/23 18:15,192129.7442
2018/2/23 18:30,194537.389
2018/2/23 18:45,195060.2296
2018/2/23 19:00,198841.515
2018/2/23 19:15,194268.9811
2018/2/23 19:30,191365.37
2018/2/23 19:45,190825.8837
2018/2/23 20:00,195689.7203
2018/2/23 20:15,190439.0288
2018/2/23 20:30,205769.2579
2018/2/23 20:45,190884.0867
2018/2/23 21:00,209891.1135
2018/2/23 21:15,193629.3847
2018/2/23 21:30,188981.6215
2018/2/23 21:45,188085.8549
2018/2/23 22:00,190938.8736
2018/2/23 22:15,182851.6391
2018/2/23 22:30,179808.0927
2018/2/23 22:45,174755.4827
2018/2/23 23:00,176006.3852
2018/2/23 23:15,167338.334
2018/2/23 23:30,162141.2002
2018/2/23 23:45,158412.0581
2018/2/24 0:00,160161.7465
2018/2/24 0:15,152591.5308
2018/2/24 0:30,149298.3792
2018/2/24 0:45,146141.1542
2018/2/24 1:00,148163.2053
2018/2/24 1:15,141360.7174
2018/2/24 1:30,141174.2863
2018/2/24 1:45,137450.037
2018/2/24 2:00,140534.7365
2018/2/24 2:15,134009.5793
2018/2/24 2:30,137618.0938
2018/2/24 2:45,132081.8588
2018/2/24 3:00,136984.3995
2018/2/24 3:15,131426.9179
2018/2/24 3:30,130982.125
2018/2/24 3:45,132455.3314
2018/2/24 4:00,137095.5485
2018/2/24 4:15,129661.9516
2018/2/24 4:30,129746.5199
2018/2/24 4:45,129779.4586
2018/2/24 5:00,135321.4063
2018/2/24 5:15,130646.7934
2018/2/24 5:30,131409.6519
2018/2/24 5:45,133567.6077
2018/2/24 6:00,139991.658
2018/2/24 6:15,137505.2038
2018/2/24 6:30,142222.5239
2018/2/24 6:45,144431.8491
2018/2/24 7:00,152398.5534
2018/2/24 7:15,148792.0723
2018/2/24 7:30,153474.666
2018/2/24 7:45,156514.2499
2018/2/24 8:00,163782.8734
2018/2/24 8:15,165750.1351
2018/2/24 8:30,166963.9663
2018/2/24 8:45,170030.1863
2018/2/24 9:00,175747.7415
2018/2/24 9:15,175560.5951
2018/2/24 9:30,178983.5398
2018/2/24 9:45,181536.0624
2018/2/24 10:00,189510.2801
2018/2/24 10:15,183810.8228
2018/2/24 10:30,185682.3291
2018/2/24 10:45,183855.0565
2018/2/24 11:00,192340.8035
2018/2/24 11:15,187110.9539
2018/2/24 11:30,187909.145
2018/2/24 11:45,187746.991
2018/2/24 12:00,192270.0252
2018/2/24 12:15,199675.9404
2018/2/24 12:30,183322.7836
2018/2/24 12:45,181224.4656
2018/2/24 13:00,184263.9841
2018/2/24 13:15,178699.5012
2018/2/24 13:30,176879.1499
2018/2/24 13:45,176345.7543
2018/2/24 14:00,181271.2913
2018/2/24 14:15,175828.9727
2018/2/24 14:30,176008.9584
2018/2/24 14:45,175676.9722
2018/2/24 15:00,182720.4803
2018/2/24 15:15,177474.9069
2018/2/24 15:30,175922.2911
2018/2/24 15:45,176845.9986
2018/2/24 16:00,184784.4556
2018/2/24 16:15,179563.4949
2018/2/24 16:30,180115.0338
2018/2/24 16:45,181355.4583
2018/2/24 17:00,188131.5283
2018/2/24 17:15,185673.7432
2018/2/24 17:30,188127.0227
2018/2/24 17:45,191005.5676
2018/2/24 18:00,199612.0895
2018/2/24 18:15,198497.4778
2018/2/24 18:30,200041.2726
2018/2/24 18:45,201120.9953
2018/2/24 19:00,205371.9831
2018/2/24 19:15,198507.054
2018/2/24 19:30,198293.226
2018/2/24 19:45,197275.8862
2018/2/24 20:00,202663.373
2018/2/24 20:15,196979.0853
2018/2/24 20:30,196601.9558
2018/2/24 20:45,194732.0032
2018/2/24 21:00,201017.2702
2018/2/24 21:15,194355.0467
2018/2/24 21:30,195322.4955
2018/2/24 21:45,193143.5952
2018/2/24 22:00,195581.931
2018/2/24 22:15,188085.4788
2018/2/24 22:30,186538.2687
2018/2/24 22:45,179525.7533
2018/2/24 23:00,181127.5554
2018/2/24 23:15,176182.535
2018/2/24 23:30,168994.4831
2018/2/24 23:45,165587.5178
2018/2/25 0:00,167586.8448
2018/2/25 0:15,158673.7992
2018/2/25 0:30,174022.2431
2018/2/25 0:45,150813.5406
2018/2/25 1:00,155776.2172
2018/2/25 1:15,146187.308
2018/2/25 1:30,143119.0565
2018/2/25 1:45,141926.341
2018/2/25 2:00,145160.8671
2018/2/25 2:15,140446.5878
2018/2/25 2:30,137754.27
2018/2/25 2:45,137358.5448
2018/2/25 3:00,141660.752
2018/2/25 3:15,135489.7139
2018/2/25 3:30,136941.0377
2018/2/25 3:45,135877.9835
2018/2/25 4:00,138902.2433
2018/2/25 4:15,133621.453
2018/2/25 4:30,133301.6319
2018/2/25 4:45,133123.3637
2018/2/25 5:00,138713.6761
2018/2/25 5:15,134124.6443
2018/2/25 5:30,143897.502
2018/2/25 5:45,136232.4163
2018/2/25 6:00,143349.6019
2018/2/25 6:15,139808.4846
2018/2/25 6:30,141860.8512
2018/2/25 6:45,143721.2661
2018/2/25 7:00,152112.3702
2018/2/25 7:15,154267.1622
2018/2/25 7:30,157672.4958
2018/2/25 7:45,157976.0775
2018/2/25 8:00,167218.6094
2018/2/25 8:15,165975.8086
2018/2/25 8:30,169012.929
2018/2/25 8:45,174266.9493
2018/2/25 9:00,182993.6843
2018/2/25 9:15,182171.3385
2018/2/25 9:30,184976.4316
2018/2/25 9:45,187820.6588
2018/2/25 10:00,196995.8254
2018/2/25 10:15,193078.6481
2018/2/25 10:30,207579.1096
2018/2/25 10:45,193270.5823
2018/2/25 11:00,201044.8616
2018/2/25 11:15,198075.4421
2018/2/25 11:30,198343.3454
2018/2/25 11:45,199950.6189
2018/2/25 12:00,202385.6485
2018/2/25 12:15,194676.2982
2018/2/25 12:30,191915.5419
2018/2/25 12:45,189914.868
2018/2/25 13:00,193975.9295
2018/2/25 13:15,188140.7088
2018/2/25 13:30,187199.7344
2018/2/25 13:45,185458.7277
2018/2/25 14:00,189702.9487
2018/2/25 14:15,184407.3881
2018/2/25 14:30,184128.0437
2018/2/25 14:45,184940.2058
2018/2/25 15:00,190737.4065
2018/2/25 15:15,184633.2981
2018/2/25 15:30,186923.7697
2018/2/25 15:45,186249.2553
2018/2/25 16:00,191778.7208
2018/2/25 16:15,188381.1738
2018/2/25 16:30,190869.6818
2018/2/25 16:45,192517.8623
2018/2/25 17:00,198146.8235
2018/2/25 17:15,194911.2813
2018/2/25 17:30,196921.1495
2018/2/25 17:45,199689.6738
2018/2/25 18:00,208754.5466
2018/2/25 18:15,207862.7534
2018/2/25 18:30,209967.5249
2018/2/25 18:45,210357.3863
2018/2/25 19:00,215167.4117
2018/2/25 19:15,209779.064
2018/2/25 19:30,208467.5724
2018/2/25 19:45,205360.7226
2018/2/25 20:00,211075.5623
2018/2/25 20:15,208245.1108
2018/2/25 20:30,205224.1958
2018/2/25 20:45,206725.1481
2018/2/25 21:00,211410.7587
2018/2/25 21:15,205302.6135
2018/2/25 21:30,203968.644
2018/2/25 21:45,201888.1168
2018/2/25 22:00,204864.5809
2018/2/25 22:15,195178.3283
2018/2/25 22:30,191353.6154
2018/2/25 22:45,186984.0596
2018/2/25 23:00,188741.0774
2018/2/25 23:15,178444.9855
2018/2/25 23:30,182088.9991
2018/2/25 23:45,169238.6683
2018/2/26 0:00,172181.1425
2018/2/26 0:15,166508.354
2018/2/26 0:30,159469.7823
2018/2/26 0:45,156749.2623
2018/2/26 1:00,161034.8095
2018/2/26 1:15,152280.9306
2018/2/26 1:30,152646.3687
2018/2/26 1:45,150739.3238
2018/2/26 2:00,154274.8199
2018/2/26 2:15,146342.5502
2018/2/26 2:30,145761.2223
2018/2/26 2:45,146957.2115
2018/2/26 3:00,151178.9414
2018/2/26 3:15,165429.8315
2018/2/26 3:30,143348.3615
2018/2/26 3:45,142905.0868
2018/2/26 4:00,148564.4602
2018/2/26 4:15,144309.5739
2018/2/26 4:30,141416.1486
2018/2/26 4:45,142262.2839
2018/2/26 5:00,151331.1672
2018/2/26 5:15,143771.2147
2018/2/26 5:30,147374.6035
2018/2/26 5:45,147612.9807
2018/2/26 6:00,165293.0841
2018/2/26 6:15,157047.7266
2018/2/26 6:30,158078.4306
2018/2/26 6:45,166172.4205
2018/2/26 7:00,172341.03
2018/2/26 7:15,170339.6147
2018/2/26 7:30,172124.917
2018/2/26 7:45,174647.7831
2018/2/26 8:00,184196.539
2018/2/26 8:15,184378.7488
2018/2/26 8:30,187899.0643
2018/2/26 8:45,192916.0729
2018/2/26 9:00,200763.756
2018/2/26 9:15,196789.9953
2018/2/26 9:30,201133.1258
2018/2/26 9:45,201543.6853
2018/2/26 10:00,210060.2856
2018/2/26 10:15,204134.932
2018/2/26 10:30,204800.216
2018/2/26 10:45,206408.5421
2018/2/26 11:00,212320.4911
2018/2/26 11:15,210572.084
2018/2/26 11:30,209085.6447
2018/2/26 11:45,207938.1335
2018/2/26 12:00,207953.667
2018/2/26 12:15,202956.256
2018/2/26 12:30,201722.2906
2018/2/26 12:45,198825.3863
2018/2/26 13:00,203566.3585
2018/2/26 13:15,198102.9956
2018/2/26 13:30,195226.3049
2018/2/26 13:45,197635.685
2018/2/26 14:00,202643.661
2018/2/26 14:15,196223.925
2018/2/26 14:30,195947.1358
2018/2/26 14:45,197960.3725
2018/2/26 15:00,202734.1485
2018/2/26 15:15,195838.2432
2018/2/26 15:30,198114.4836
2018/2/26 15:45,200757.2806
2018/2/26 16:00,205581.3978
2018/2/26 16:15,200750.1341
2018/2/26 16:30,201224.0382
2018/2/26 16:45,204025.023
2018/2/26 17:00,209970.964
2018/2/26 17:15,206486.7612
2018/2/26 17:30,208514.8263
2018/2/26 17:45,209882.6455
2018/2/26 18:00,220439.1748
2018/2/26 18:15,214977.7354
2018/2/26 18:30,216784.8764
2018/2/26 18:45,219291.0469
2018/2/26 19:00,226081.8763
2018/2/26 19:15,217455.8718
2018/2/26 19:30,214827.0773
2018/2/26 19:45,214648.7859
2018/2/26 20:00,218536.8432
2018/2/26 20:15,212733.5309
2018/2/26 20:30,214534.4277
2018/2/26 20:45,214290.0336
2018/2/26 21:00,218860.2129
2018/2/26 21:15,213766.8571
2018/2/26 21:30,211390.1437
2018/2/26 21:45,209612.2781
2018/2/26 22:00,211757.6903
2018/2/26 22:15,201372.6819
2018/2/26 22:30,197795.717
2018/2/26 22:45,193036.7464
2018/2/26 23:00,195880.9612
2018/2/26 23:15,185226.8778
2018/2/26 23:30,180239.0097
2018/2/26 23:45,175620.7753
2018/2/27 0:00,178304.4276
2018/2/27 0:15,169948.0059
2018/2/27 0:30,167307.1552
2018/2/27 0:45,164727.0759
2018/2/27 1:00,170468.7627
2018/2/27 1:15,159550.1667
2018/2/27 1:30,158235.7276
2018/2/27 1:45,155460.9419
2018/2/27 2:00,161335.6652
2018/2/27 2:15,153214.5042
2018/2/27 2:30,152401.1524
2018/2/27 2:45,152022.9117
2018/2/27 3:00,156822.9432
2018/2/27 3:15,151153.3075
2018/2/27 3:30,149928.3175
2018/2/27 3:45,149316.6336
2018/2/27 4:00,155413.7513
2018/2/27 4:15,149286.2973
2018/2/27 4:30,150599.1462
2018/2/27 4:45,150770.2961
2018/2/27 5:00,154689.7281
2018/2/27 5:15,152864.1633
2018/2/27 5:30,153023.9494
2018/2/27 5:45,153022.7094
2018/2/27 6:00,162527.0576
2018/2/27 6:15,161970.3679
2018/2/27 6:30,164074.8387
2018/2/27 6:45,185812.1005
2018/2/27 7:00,178287.7943
2018/2/27 7:15,176184.5061
2018/2/27 7:30,179080.0427
2018/2/27 7:45,182168.0889
2018/2/27 8:00,206906.3303
2018/2/27 8:15,191900.9727
2018/2/27 8:30,199866.4598
2018/2/27 8:45,200854.4131
2018/2/27 9:00,211318.1099
2018/2/27 9:15,208343.3378
2018/2/27 9:30,212043.8595
2018/2/27 9:45,214234.6509
2018/2/27 10:00,221214.1461
2018/2/27 10:15,217152.3338
2018/2/27 10:30,216422.82
2018/2/27 10:45,216730.4782
2018/2/27 11:00,221699.1957
2018/2/27 11:15,222384.4042
2018/2/27 11:30,220824.1716
2018/2/27 11:45,218532.9071
2018/2/27 12:00,231093.0871
2018/2/27 12:15,213243.0737
2018/2/27 12:30,211932.0751
2018/2/27 12:45,222859.5664
2018/2/27 13:00,210711.1197
2018/2/27 13:15,206669.0956
2018/2/27 13:30,206000.3583
2018/2/27 13:45,206745.0301
2018/2/27 14:00,214971.4282
2018/2/27 14:15,223377.9979
2018/2/27 14:30,209279.0774
2018/2/27 14:45,209872.8752
2018/2/27 15:00,227834.3685
2018/2/27 15:15,210615.3982
2018/2/27 15:30,223904.8711
2018/2/27 15:45,214650.2172
2018/2/27 16:00,216613.2817
2018/2/27 16:15,213769.1574
2018/2/27 16:30,216178.5253
2018/2/27 16:45,216438.0645
2018/2/27 17:00,223167.8228
2018/2/27 17:15,218434.7674
2018/2/27 17:30,220091.1003
2018/2/27 17:45,220076.8373
2018/2/27 18:00,227927.9194
2018/2/27 18:15,223811.637
2018/2/27 18:30,226212.4307
2018/2/27 18:45,228631.8315
2018/2/27 19:00,232302.2593
2018/2/27 19:15,224721.7534
2018/2/27 19:30,222947.4149
2018/2/27 19:45,221685.0254
2018/2/27 20:00,227590.5471
2018/2/27 20:15,220538.7039
2018/2/27 20:30,219873.5868
2018/2/27 20:45,219188.7515
2018/2/27 21:00,226027.7951
2018/2/27 21:15,218400.269
2018/2/27 21:30,217467.227
2018/2/27 21:45,216982.4171
2018/2/27 22:00,216769.9504
2018/2/27 22:15,207603.9341
2018/2/27 22:30,211120.4622
2018/2/27 22:45,199672.4448
2018/2/27 23:00,200804.2934
2018/2/27 23:15,192250.9927
2018/2/27 23:30,186906.5662
2018/2/27 23:45,181809.935
2018/2/28 0:00,183900.9082
2018/2/28 0:15,191290.8904
2018/2/28 0:30,171973.9708
2018/2/28 0:45,170980.7307
2018/2/28 1:00,172178.3012
2018/2/28 1:15,167262.9013
2018/2/28 1:30,166255.2122
2018/2/28 1:45,166105.9604
2018/2/28 2:00,165555.8422
2018/2/28 2:15,158622.9448
2018/2/28 2:30,157686.2639
2018/2/28 2:45,158566.248
2018/2/28 3:00,162973.7742
2018/2/28 3:15,158675.2458
2018/2/28 3:30,156765.9653
2018/2/28 3:45,156778.4274
2018/2/28 4:00,162382.0974
2018/2/28 4:15,155248.7123
2018/2/28 4:30,155044.437
2018/2/28 4:45,154223.2119
2018/2/28 5:00,161660.2619
2018/2/28 5:15,156460.8658
2018/2/28 5:30,158701.7996
2018/2/28 5:45,159152.2178
2018/2/28 6:00,168518.5095
2018/2/28 6:15,165223.1153
2018/2/28 6:30,169404.7451
2018/2/28 6:45,190531.8072
2018/2/28 7:00,183828.3255
2018/2/28 7:15,182217.598
2018/2/28 7:30,185064.3677
2018/2/28 7:45,188710.5331
2018/2/28 8:00,199204.5564
2018/2/28 8:15,201475.7505
2018/2/28 8:30,207837.6605
2018/2/28 8:45,212180.5721
2018/2/28 9:00,222609.864
2018/2/28 9:15,218843.3202
2018/2/28 9:30,221241.9112
2018/2/28 9:45,224850.2039
2018/2/28 10:00,230998.6109
2018/2/28 10:15,225363.7292
2018/2/28 10:30,226008.7669
2018/2/28 10:45,226748.3736
2018/2/28 11:00,234882.3755
2018/2/28 11:15,230516.4501
2018/2/28 11:30,243480.4603
2018/2/28 11:45,227938.7434
2018/2/28 12:00,226869.9802
2018/2/28 12:15,219857.359
2018/2/28 12:30,218477.8327
2018/2/28 12:45,217705.235
2018/2/28 13:00,222666.925
2018/2/28 13:15,216834.9154
2018/2/28 13:30,216995.2093
2018/2/28 13:45,218997.742
2018/2/28 14:00,225460.5604
2018/2/28 14:15,221506.7776
2018/2/28 14:30,220475.9692
2018/2/28 14:45,234539.2506
2018/2/28 15:00,230447.739
2018/2/28 15:15,221941.5781
2018/2/28 15:30,222786.4323
2018/2/28 15:45,224345.9865
2018/2/28 16:00,229683.4971
2018/2/28 16:15,226265.0835
2018/2/28 16:30,225409.4922
2018/2/28 16:45,228045.0595
2018/2/28 17:00,233665.928
2018/2/28 17:15,231497.4234
2018/2/28 17:30,229141.9791
2018/2/28 17:45,229158.885
2018/2/28 18:00,236533.0092
2018/2/28 18:15,230879.3687
2018/2/28 18:30,233129.1085
2018/2/28 18:45,235492.9459
2018/2/28 19:00,241462.8306
2018/2/28 19:15,232354.2591
2018/2/28 19:30,231152.9097
2018/2/28 19:45,231064.354
2018/2/28 20:00,235016.6719
2018/2/28 20:15,226907.367
2018/2/28 20:30,226156.4066
2018/2/28 20:45,224847.6556
